,SOURCE,TARGET,VOTE,RESULT
6380,Salvio  giuliano,TommyBoy,-1,1
6381,QuiteUnusual,TommyBoy,-1,1
6382,Axl,TommyBoy,0,1
6383,Mtking,TommyBoy,0,1
6384,Thumperward,TommyBoy,0,1
6385,Sparklism,TommyBoy,0,1
6386,Scottywong,TommyBoy,0,1
6387,Rlendog,TommyBoy,0,1
6388,Mark91,TommyBoy,0,1
6389,Phantomsteve,TommyBoy,0,1
6390,AutomaticStrikeout,Writ Keeper,1,1
6391,Thine Antique Pen,Writ Keeper,1,1
6392,Ryan Vesey,Writ Keeper,1,1
6393,Theopolisme,Writ Keeper,1,1
6394,Mike 7,Writ Keeper,1,1
6395,The Blade of the Northern Lights,Writ Keeper,1,1
6396,GabeMc,Writ Keeper,1,1
6397,Gilderien,Writ Keeper,1,1
6398,Dennis Brown,Writ Keeper,1,1
6399,The Illusive Man,Writ Keeper,1,1
6400,Dank,Writ Keeper,1,1
6401,Kurtis,Writ Keeper,1,1
6402,Go Phightins!,Writ Keeper,1,1
6403,Someguy1221,Writ Keeper,1,1
6404,Floating Boat,Writ Keeper,1,1
6405,Frood,Writ Keeper,1,1
6406,Garamond Lethe,Writ Keeper,1,1
6407,Mr. Stradivarius,Writ Keeper,1,1
6408,Callanecc,Writ Keeper,1,1
6409,NativeForeigner,Writ Keeper,1,1
6410,CharlieEchoTango,Writ Keeper,1,1
6411,Michig,Writ Keeper,1,1
6412,Morning Sunshine,Writ Keeper,1,1
6413,Tom Morris,Writ Keeper,1,1
6414,Torreslfchero,Writ Keeper,1,1
6415,It Is Me Here,Writ Keeper,1,1
6416,Rcsprinter123,Writ Keeper,1,1
6417,Peridon,Writ Keeper,1,1
6418,Steven Zhang,Writ Keeper,1,1
6419,Crisco 1492,Writ Keeper,1,1
6420,Buster7,Writ Keeper,1,1
6421,Legoktm,Writ Keeper,1,1
6422,SarahStierch,Writ Keeper,1,1
6423,Carrite,Writ Keeper,1,1
6424,Keilana,Writ Keeper,1,1
6425,GiantSnowman,Writ Keeper,1,1
6426,Thompson.matthew,Writ Keeper,1,1
6427,Ironholds,Writ Keeper,1,1
6428,Lord Roem,Writ Keeper,1,1
6429,Beeblebrox,Writ Keeper,1,1
6430,My76Strat,Writ Keeper,1,1
6431,Drmies,Writ Keeper,1,1
6432,Miniapolis,Writ Keeper,1,1
6433,Newyorkbrad,Writ Keeper,1,1
6434,Ks0stm,Writ Keeper,1,1
6435,Riley Huntley,Writ Keeper,1,1
6436,Spencer,Writ Keeper,1,1
6437,GorillaWarfare,Writ Keeper,1,1
6438,Sven Manguard,Writ Keeper,1,1
6439,Andrew Gray,Writ Keeper,1,1
6440,Reaper Eternal,Writ Keeper,1,1
6441,Philosopher,Writ Keeper,1,1
6442,I Jethrobot,Writ Keeper,1,1
6443,Ceoil,Writ Keeper,1,1
6444,Axl,Writ Keeper,1,1
6445,Adjwilley,Writ Keeper,1,1
6446,Kierzek,Writ Keeper,1,1
6447,Stephen,Writ Keeper,1,1
6448,DGG,Writ Keeper,1,1
6449,Hahc21,Writ Keeper,1,1
6450,Jschnur,Writ Keeper,1,1
6451,Neutralhomer,Writ Keeper,1,1
6452,Worm That Turned,Writ Keeper,1,1
6453,Kiefer.Wolfowitz,Writ Keeper,1,1
6454,Jehochman,Writ Keeper,1,1
6455,Yunshui,Writ Keeper,1,1
6456,Nolelover,Writ Keeper,1,1
6457,IRWolfie-,Writ Keeper,1,1
6458,Kim Dent-Brown,Writ Keeper,1,1
6459,Pharaoh of the Wizards,Writ Keeper,1,1
6460,Achowat,Writ Keeper,1,1
6461,Shawn in Montreal,Writ Keeper,1,1
6462,Rogerd,Writ Keeper,1,1
6463,Timotheus Canens,Writ Keeper,1,1
6464,Rschen7754,Writ Keeper,1,1
6465,MrX,Writ Keeper,1,1
6466,Ajraddatz,Writ Keeper,1,1
6467,PumpkinSky,Writ Keeper,1,1
6468,Ched,Writ Keeper,1,1
6469,Ktr101,Writ Keeper,1,1
6470,Scray,Writ Keeper,1,1
6471,Dentalplanlisa,Writ Keeper,1,1
6472,TParis,Writ Keeper,1,1
6473,QuiteUnusual,Writ Keeper,1,1
6474,Rzuwig,Writ Keeper,1,1
6475,RP459,Writ Keeper,1,1
6476,C678,Writ Keeper,1,1
6477,TRLIJC19,Writ Keeper,1,1
6478,Wikiwind,Writ Keeper,1,1
6479,Wifione,Writ Keeper,1,1
6480,Scottywong,Writ Keeper,1,1
6481,SassyLilNugget,Writ Keeper,1,1
6482,Bbb23,Writ Keeper,1,1
6483,AlexJFox,Writ Keeper,1,1
6484,Ponyo,Writ Keeper,1,1
6485,Nyttend,Writ Keeper,1,1
6486,Brambleberry of RiverClan,Writ Keeper,1,1
6487,Tryptofish,Writ Keeper,1,1
6488,Dravecky,Writ Keeper,1,1
6489,Vertium,Writ Keeper,1,1
6490,Webclient101,Writ Keeper,1,1
6491,Wctaiwan,Writ Keeper,1,1
6492,Berean Hunter,Writ Keeper,1,1
6493,Coffee,Writ Keeper,1,1
6494,A7x,Writ Keeper,1,1
6495,Kudpung,Writ Keeper,1,1
6496,Brookie,Writ Keeper,1,1
6497,Sparklism,Writ Keeper,1,1
6498,Ret.Prof,Writ Keeper,1,1
6499,Isarra,Writ Keeper,1,1
6500,Inks.LWC,Writ Keeper,1,1
6501,Trevj,Writ Keeper,1,1
6502,KTC,Writ Keeper,1,1
6503,DoriSmith,Writ Keeper,1,1
6504,TruPepitoM,Writ Keeper,-1,1
6505,Amadscientist,Writ Keeper,-1,1
6506,Diesel-50,Writ Keeper,-1,1
6507,Colonel Warden,Writ Keeper,-1,1
6508,Bzweebl,Writ Keeper,-1,1
6509,Leontopodium alpinum,Writ Keeper,-1,1
6510,SkepticalRaptor,Writ Keeper,-1,1
6511,AniMate,Writ Keeper,-1,1
6512,Intoronto1125,Writ Keeper,-1,1
6513,RegentsPark,Writ Keeper,-1,1
6514,Bielle,Writ Keeper,-1,1
6515,John,Writ Keeper,-1,1
6516,Glrx,Writ Keeper,-1,1
6517,Townlake,Writ Keeper,-1,1
6518,GimliDotNet,Writ Keeper,-1,1
6519,Salvio  giuliano,Writ Keeper,-1,1
6520,EauOo,Writ Keeper,-1,1
6521,Slon02,Writ Keeper,-1,1
6522,Moe Epsilon,Writ Keeper,0,1
6523,WilyD,Writ Keeper,0,1
6524,Gigs,Writ Keeper,0,1
6525,Thumperward,Writ Keeper,0,1
6526,Intothatdarkness,Writ Keeper,0,1
6527,WaitingForConnection,Writ Keeper,0,1
6528,PCHS-NJROTC,Yngvadottir,1,1
6529,The Utahraptor,Yngvadottir,1,1
6530,Joe Decker,Yngvadottir,1,1
6531,Kobnach,Yngvadottir,1,1
6532,MJ94,Yngvadottir,1,1
6533,Amalthea,Yngvadottir,1,1
6534,Rcsprinter123,Yngvadottir,1,1
6535,Ktr101,Yngvadottir,1,1
6536,Crisco 1492,Yngvadottir,1,1
6537,Bmusician,Yngvadottir,1,1
6538,BuickCenturyDriver,Yngvadottir,1,1
6539,Ajraddatz,Yngvadottir,1,1
6540,OohBunnies!,Yngvadottir,1,1
6541,WereSpielChequers,Yngvadottir,1,1
6542,Milowent,Yngvadottir,1,1
6543,Lord Roem,Yngvadottir,1,1
6544,28bytes,Yngvadottir,1,1
6545,The Interior,Yngvadottir,1,1
6546,Bearian,Yngvadottir,1,1
6547,RP459,Yngvadottir,1,1
6548,Mjroots,Yngvadottir,1,1
6549,Josh Parris,Yngvadottir,1,1
6550,Orphan Wiki,Yngvadottir,1,1
6551,Nyttend,Yngvadottir,1,1
6552,John,Yngvadottir,1,1
6553,Deed89,Yngvadottir,1,1
6554,Worm That Turned,Yngvadottir,1,1
6555,Vejvančický,Yngvadottir,1,1
6556,Boing! said Zebedee,Yngvadottir,1,1
6557,FeydHuxtable,Yngvadottir,1,1
6558,Keilana,Yngvadottir,1,1
6559,Aircorn,Yngvadottir,1,1
6560,Kusma,Yngvadottir,1,1
6561,Catfish Jim,Yngvadottir,1,1
6562,Keepscases,Yngvadottir,1,1
6563,Pichpich,Yngvadottir,1,1
6564,Acps110,Yngvadottir,1,1
6565,RegentsPark,Yngvadottir,1,1
6566,Kiefer.Wolfowitz,Yngvadottir,1,1
6567,Mythio,Yngvadottir,1,1
6568,Michig,Yngvadottir,1,1
6569,MisterGugaruz,Yngvadottir,1,1
6570,Secret,Yngvadottir,1,1
6571,AniMate,Yngvadottir,1,1
6572,Casliber,Yngvadottir,1,1
6573,Reaper Eternal,Yngvadottir,1,1
6574,Guettarda,Yngvadottir,1,1
6575,CactusWriter,Yngvadottir,1,1
6576,Peridon,Yngvadottir,1,1
6577,WilliamH,Yngvadottir,1,1
6578,Paul Erik,Yngvadottir,1,1
6579,Malleus Fatuorum,Yngvadottir,1,1
6580,Mlpearc,Yngvadottir,1,1
6581,Lear's Fool,Yngvadottir,1,1
6582,Pgallert,Yngvadottir,1,1
6583,Drmies,Yngvadottir,1,1
6584,Airplaneman,Yngvadottir,1,1
6585,Mabdul,Yngvadottir,1,1
6586,Tryptofish,Yngvadottir,1,1
6587,Dru of Id,Yngvadottir,1,1
6588,Gilderien,Yngvadottir,1,1
6589,Kim Dent-Brown,Yngvadottir,1,1
6590,Soap,Yngvadottir,1,1
6591,Jusdafax,Yngvadottir,1,1
6592,DracoEssentialis,Yngvadottir,1,1
6593,Acalamari,Yngvadottir,1,1
6594,AlexiusHoratius,Yngvadottir,1,1
6595,Fly by Night,Yngvadottir,1,1
6596,Hegvald,Yngvadottir,1,1
6597,Wifione,Yngvadottir,1,1
6598,Leaky caldron,Yngvadottir,1,1
6599,Berig,Yngvadottir,1,1
6600,Anthony Bradbury,Yngvadottir,-1,1
6601,Nikkimaria,Yngvadottir,-1,1
6602,Starblind,Yngvadottir,-1,1
6603,Achowat,Yngvadottir,-1,1
6604,Intoronto1125,Yngvadottir,-1,1
6605,Pol430,Yngvadottir,-1,1
6606,Beeblebrox,Yngvadottir,-1,1
6607,Axl,Yngvadottir,-1,1
6608,QuiteUnusual,Yngvadottir,-1,1
6609,ErikHaugen,Yngvadottir,-1,1
6610,Bwilkins,Yngvadottir,-1,1
6611,Strange Passerby,Yngvadottir,-1,1
6612,Yasht101,Yngvadottir,-1,1
6613,Nolelover,Yngvadottir,-1,1
6614,Tomtomn00,Yngvadottir,-1,1
6615,완젬스,Yngvadottir,-1,1
6616,Jc37,Yngvadottir,-1,1
6617,Ched Davis,Yngvadottir,-1,1
6618,Guerillero,Yngvadottir,-1,1
6619,KillerChihuahua,Yngvadottir,-1,1
6620,Scottywong,Yngvadottir,-1,1
6621,Salvio  giuliano,Yngvadottir,-1,1
6622,Fetchcomms,Yngvadottir,0,1
6623,Whenaxis,Yngvadottir,0,1
6624,Makecat,Yngvadottir,0,1
6625,Ankit Maity,Yngvadottir,0,1
6626,Carrite,Yngvadottir,0,1
6627,ItsZippy,Yngvadottir,0,1
6628,Cyberpower678,Yngvadottir,0,1
6629,TheGeneralUser,Yngvadottir,0,1
6630,TheSpecialUser,Yunshui,1,1
6631,Worm That Turned,Yunshui,1,1
6632,Morning Sunshine,Yunshui,1,1
6633,KATANAGOD,Yunshui,1,1
6634,Vibhijain,Yunshui,1,1
6635,Thine Antique Pen,Yunshui,1,1
6636,Minimac,Yunshui,1,1
6637,Floating Boat,Yunshui,1,1
6638,Deb,Yunshui,1,1
6639,GiantSnowman,Yunshui,1,1
6640,Dennis Brown,Yunshui,1,1
6641,Cyberpower678,Yunshui,1,1
6642,Soap,Yunshui,1,1
6643,Lord Roem,Yunshui,1,1
6644,Electriccatfish2,Yunshui,1,1
6645,Ryan Vesey,Yunshui,1,1
6646,The Blade of the Northern Lights,Yunshui,1,1
6647,Risker,Yunshui,1,1
6648,Newyorkbrad,Yunshui,1,1
6649,Hahc21,Yunshui,1,1
6650,ItsZippy,Yunshui,1,1
6651,Strike Eagle,Yunshui,1,1
6652,Dank,Yunshui,1,1
6653,BD2412,Yunshui,1,1
6654,AutomaticStrikeout,Yunshui,1,1
6655,Egg Centric,Yunshui,1,1
6656,Peridon,Yunshui,1,1
6657,Pundit,Yunshui,1,1
6658,Carrite,Yunshui,1,1
6659,HueSatLum,Yunshui,1,1
6660,King of Hearts,Yunshui,1,1
6661,Rschen7754,Yunshui,1,1
6662,Mysterytrey,Yunshui,1,1
6663,Ktr101,Yunshui,1,1
6664,Hu12,Yunshui,1,1
6665,The ed17,Yunshui,1,1
6666,Casliber,Yunshui,1,1
6667,Steven Walling,Yunshui,1,1
6668,Stephen,Yunshui,1,1
6669,Vejvančický,Yunshui,1,1
6670,Boing! said Zebedee,Yunshui,1,1
6671,Kiefer.Wolfowitz,Yunshui,1,1
6672,Callanecc,Yunshui,1,1
6673,Ihardlythinkso,Yunshui,1,1
6674,Crisco 1492,Yunshui,1,1
6675,Chedzilla,Yunshui,1,1
6676,Achowat,Yunshui,1,1
6677,Arcandam,Yunshui,1,1
6678,SilkTork,Yunshui,1,1
6679,DBigXray,Yunshui,1,1
6680,Monty845,Yunshui,1,1
6681,RP459,Yunshui,1,1
6682,Someguy1221,Yunshui,1,1
6683,IRWolfie-,Yunshui,1,1
6684,Joe Decker,Yunshui,1,1
6685,Keepscases,Yunshui,1,1
6686,BusterD,Yunshui,1,1
6687,Mlpearc,Yunshui,1,1
6688,MONGO,Yunshui,1,1
6689,Rich Farmbrough,Yunshui,1,1
6690,Riley Huntley,Yunshui,1,1
6691,SwisterTwister,Yunshui,1,1
6692,Colonel Warden,Yunshui,1,1
6693,Filelakeshoe,Yunshui,1,1
6694,Jorgath,Yunshui,1,1
6695,Axl,Yunshui,1,1
6696,Webclient101,Yunshui,1,1
6697,Wizardman,Yunshui,1,1
6698,Berean Hunter,Yunshui,1,1
6699,Phantomsteve,Yunshui,1,1
6700,Mike 7,Yunshui,1,1
6701,Kudpung,Yunshui,1,1
6702,Wifione,Yunshui,1,1
6703,Kusma,Yunshui,1,1
6704,Elen of the Roads,Yunshui,1,1
6705,Mr. Stradivarius,Yunshui,1,1
6706,Bluerasberry,Yunshui,1,1
6707,Ged UK,Yunshui,1,1
6708,SlimVirgin,Yunshui,1,1
6709,Jedd Raynier,Yunshui,1,1
6710,Jac16888,Yunshui,1,1
6711,Glrx,Yunshui,1,1
6712,Torreslfchero,Yunshui,1,1
6713,KTC,Yunshui,1,1
6714,Malcolmxl5,Yunshui,1,1
6715,Michael Anon,Yunshui,1,1
6716,Ymblanter,Yunshui,1,1
6717,Ironholds,Yunshui,1,1
6718,Ceoil,Yunshui,1,1
6719,Pharaoh of the Wizards,Yunshui,1,1
6720,Isarra,Yunshui,1,1
6721,Cullen328,Yunshui,1,1
6722,Tryptofish,Yunshui,1,1
6723,Érico Júnior Wouters,Yunshui,1,1
6724,Jusdafax,Yunshui,1,1
6725,Jeffwang,Yunshui,1,1
6726,TheGeneralUser,Yunshui,1,1
6727,Secret,Zagalejo,1,1
6728,BuickCenturyDriver,Zagalejo,1,1
6729,Dennis Brown,Zagalejo,1,1
6730,Jenks24,Zagalejo,1,1
6731,Master&Expert,Zagalejo,1,1
6732,Ryan Vesey,Zagalejo,1,1
6733,Morning Sunshine,Zagalejo,1,1
6734,Bmusician,Zagalejo,1,1
6735,Steven Walling,Zagalejo,1,1
6736,Mike 7,Zagalejo,1,1
6737,Deb,Zagalejo,1,1
6738,Newyorkbrad,Zagalejo,1,1
6739,BusterD,Zagalejo,1,1
6740,Specs112,Zagalejo,1,1
6741,Frood,Zagalejo,1,1
6742,Kiefer.Wolfowitz,Zagalejo,1,1
6743,Malleus Fatuorum,Zagalejo,1,1
6744,AGK,Zagalejo,1,1
6745,Filelakeshoe,Zagalejo,1,1
6746,TonyTheTiger,Zagalejo,1,1
6747,Bagumba,Zagalejo,1,1
6748,Djsasso,Zagalejo,1,1
6749,Theleftorium,Zagalejo,1,1
6750,Thine Antique Pen,Zagalejo,1,1
6751,Intothatdarkness,Zagalejo,1,1
6752,GabeMc,Zagalejo,1,1
6753,Joe Decker,Zagalejo,1,1
6754,HueSatLum,Zagalejo,1,1
6755,Chrishmt0423,Zagalejo,1,1
6756,Axl,Zagalejo,1,1
6757,Phil Bridger,Zagalejo,1,1
6758,Volunteer Marek,Zagalejo,1,1
6759,Electriccatfish2,Zagalejo,1,1
6760,Crisco 1492,Zagalejo,1,1
6761,Dwaipayanc,Zagalejo,1,1
6762,UnbelievableError,Zagalejo,1,1
6763,Rotorcowboy,Zagalejo,1,1
6764,Carrite,Zagalejo,1,1
6765,Nick-D,Zagalejo,1,1
6766,Sparklism,Zagalejo,1,1
6767,OohBunnies!,Zagalejo,1,1
6768,Keilana,Zagalejo,1,1
6769,TParis,Zagalejo,1,1
6770,Pharaoh of the Wizards,Zagalejo,1,1
6771,Gran2,Zagalejo,1,1
6772,EdJohnston,Zagalejo,1,1
6773,Bbb23,Zagalejo,1,1
6774,Dank,Zagalejo,1,1
6775,Scottywong,Zagalejo,1,1
6776,King of Hearts,Zagalejo,1,1
6777,Courcelles,Zagalejo,1,1
6778,Jorgath,Zagalejo,1,1
6779,Mailer diablo,Zagalejo,1,1
6780,Ponyo,Zagalejo,1,1
6781,Hahc21,Zagalejo,1,1
6782,Nikkimaria,Zagalejo,1,1
6783,Casliber,Zagalejo,1,1
6784,Drmies,Zagalejo,1,1
6785,Timotheus Canens,Zagalejo,1,1
6786,Kudpung,Zagalejo,1,1
6787,Kusma,Zagalejo,1,1
6788,Colonel Warden,Zagalejo,1,1
6789,Michig,Zagalejo,1,1
6790,SilkTork,Zagalejo,1,1
6791,Ubelowme,Zagalejo,1,1
6792,PeterSymonds,Zagalejo,1,1
6793,Chip123456,Zagalejo,1,1
6794,Ian159,Zagalejo,1,1
6795,Rannpháirtí anaithnid,Zagalejo,1,1
6796,Érico Júnior Wouters,Zagalejo,1,1
6797,Dirtlawyer1,Zagalejo,1,1
6798,Spencer,Zagalejo,1,1
6799,OlEnglish,Zagalejo,1,1
6800,Brookie,Zagalejo,1,1
6801,FeydHuxtable,Zagalejo,1,1
6802,Jedd Raynier,Zagalejo,1,1
6803,Basalisk,Zagalejo,1,1
6804,Salvio  giuliano,Zagalejo,1,1
6805,Sphilbrick,Zagalejo,1,1
6806,KTC,Zagalejo,1,1
6807,Jrcla2,Zagalejo,1,1
6808,Mscuthbert,Zagalejo,1,1
6809,Boing! said Zebedee,Zagalejo,1,1
6810,The Blade of the Northern Lights,Zagalejo,1,1
6811,AutomaticStrikeout,Zagalejo,1,1
6812,Rzuwig,Zagalejo,1,1
6813,Shawn in Montreal,Zagalejo,1,1
6814,Minimac,Zagalejo,1,1
6815,Joefromrandb,Zagalejo,1,1
6816,Doc9871,Zagalejo,1,1
6817,Cavarrone,Zagalejo,1,1
6818,PumpkinSky,Zagalejo,1,1
6819,Rosiestep,Zagalejo,1,1
6820,Tryptofish,Zagalejo,1,1
6821,JonasEncyclopedia,Zagalejo,1,1
6822,Vertium,Zagalejo,1,1
6823,Tom Morris,Zagalejo,1,1
6824,MarnetteD,Zagalejo,1,1
6825,Ktr101,Zagalejo,1,1
6826,ansumang,Zagalejo,1,1
6827,TheSpecialUser,Zagalejo,1,1
6828,WereSpielChequers,Zagalejo,1,1
6829,Cyberpower678,Zagalejo,1,1
6830,Ankit Maity,Zagalejo,1,1
6831,Jimfbleak,Zagalejo,1,1
6832,Paul Erik,Zagalejo,1,1
6833,TheGeneralUser,Zagalejo,1,1
6834,DoriSmith,Zagalejo,1,1
6835,MONGO,Zagalejo,1,1
6836,ZappaOMati,Zagalejo,1,1
6837,GimliDotNet,Zagalejo,-1,1
6838,OrenBochman,Zagalejo,-1,1
6839,My76Strat,Zagalejo,-1,1
6840,Bzweebl,Zagalejo,-1,1
6841,Achowat,Zagalejo,0,1
6842,Jc37,Zagalejo,0,1
6843,TruPepitoM,Zagalejo,0,1
6844,Legoktm,Σ,1,-1
6845,Riley Huntley,Σ,1,-1
6846,Barts1a,Σ,1,-1
6847,The Earwig,Σ,1,-1
6848,TParis,Σ,1,-1
6849,Rschen7754,Σ,1,-1
6850,Soap,Σ,1,-1
6851,Mlpearc,Σ,1,-1
6852,Jasper Deng,Σ,1,-1
6853,Monty845,Σ,1,-1
6854,Secret,Σ,1,-1
6855,AutomaticStrikeout,Σ,1,-1
6856,The Blade of the Northern Lights,Σ,1,-1
6857,Spencer,Σ,1,-1
6858,TyA,Σ,1,-1
6859,Hahc21,Σ,1,-1
6860,Kudpung,Σ,1,-1
6861,Boing! said Zebedee,Σ,1,-1
6862,OrenBochman,Σ,1,-1
6863,Jafeluv,Σ,1,-1
6864,Worm That Turned,Σ,1,-1
6865,MelbourneStar,Σ,1,-1
6866,ItsZippy,Σ,1,-1
6867,Hex,Σ,1,-1
6868,Mr. Stradivarius,Σ,1,-1
6869,Someguy1221,Σ,1,-1
6870,A7x,Σ,1,-1
6871,Tom Morris,Σ,1,-1
6872,Torreslfchero,Σ,1,-1
6873,Ged UK,Σ,1,-1
6874,C678,Σ,1,-1
6875,Theopolisme,Σ,1,-1
6876,Morning Sunshine,Σ,1,-1
6877,Peridon,Σ,1,-1
6878,Floating Boat,Σ,1,-1
6879,Jenks24,Σ,1,-1
6880,Bluerasberry,Σ,1,-1
6881,Intothatdarkness,Σ,1,-1
6882,Zac,Σ,1,-1
6883,Vertium,Σ,1,-1
6884,Thine Antique Pen,Σ,1,-1
6885,Newyorkbrad,Σ,1,-1
6886,It Is Me Here,Σ,1,-1
6887,Adjwilley,Σ,1,-1
6888,Kansan,Σ,1,-1
6889,Scottywong,Σ,1,-1
6890,LuK3,Σ,1,-1
6891,Go Phightins!,Σ,1,-1
6892,Pedro,Σ,1,-1
6893,RP459,Σ,1,-1
6894,Kurtis,Σ,1,-1
6895,HueSatLum,Σ,1,-1
6896,Cindamuse,Σ,1,-1
6897,StringTheory11,Σ,1,-1
6898,Ajraddatz,Σ,1,-1
6899,And Adoil Descended,Σ,1,-1
6900,LauraHale,Σ,1,-1
6901,7,Σ,1,-1
6902,Steven Zhang,Σ,1,-1
6903,Ironholds,Σ,1,-1
6904,Ret.Prof,Σ,1,-1
6905,Mdann52,Σ,1,-1
6906,Acroterion,Σ,1,-1
6907,Nyttend,Σ,1,-1
6908,Beeblebrox,Σ,1,-1
6909,Patar knight,Σ,1,-1
6910,KoshVorlon,Σ,1,-1
6911,Saedon,Σ,1,-1
6912,AlexJFox,Σ,1,-1
6913,Sp33dyphil,Σ,1,-1
6914,Miniapolis,Σ,1,-1
6915,Anna Frodesiak,Σ,1,-1
6916,Philosopher,Σ,1,-1
6917,Royalbroil,Σ,1,-1
6918,Wizardman,Σ,1,-1
6919,Gogo Dodo,Σ,1,-1
6920,JamesR,Σ,1,-1
6921,Kim Dent-Brown,Σ,1,-1
6922,Ultraexactzz,Σ,1,-1
6923,Rzuwig,Σ,1,-1
6924,Ktr101,Σ,1,-1
6925,Bzweebl,Σ,1,-1
6926,ansumang,Σ,1,-1
6927,Ponyo,Σ,1,-1
6928,Ryan Vesey,Σ,1,-1
6929,Lucky102,Σ,1,-1
6930,Axl,Σ,1,-1
6931,Ceradon,Σ,1,-1
6932,Tijfo098,Σ,1,-1
6933,Bgwhite,Σ,1,-1
6934,King of Hearts,Σ,1,-1
6935,Mike 7,Σ,1,-1
6936,Swarm,Σ,1,-1
6937,Mabdul,Σ,1,-1
6938,Ks0stm,Σ,1,-1
6939,Nick-D,Σ,1,-1
6940,Dweller,Σ,1,-1
6941,Thumperward,Σ,1,-1
6942,Kierzek,Σ,1,-1
6943,Kumioko,Σ,1,-1
6944,Gilderien,Σ,1,-1
6945,Shawn in Montreal,Σ,1,-1
6946,JoshuaZ,Σ,1,-1
6947,Pichpich,Σ,1,-1
6948,GabeMc,Σ,1,-1
6949,Doctree,Σ,1,-1
6950,Samir,Σ,1,-1
6951,Isarra,Σ,1,-1
6952,Tryptofish,Σ,1,-1
6953,PhilKnight,Σ,1,-1
6954,TBrandley,Σ,1,-1
6955,I Jethrobot,Σ,1,-1
6956,PumpkinSky,Σ,1,-1
6957,Eeekster,Σ,1,-1
6958,Lothar von Richthofen,Σ,1,-1
6959,Scray,Σ,1,-1
6960,Hut 8.5,Σ,1,-1
6961,SudoGhost,Σ,1,-1
6962,Wikiwind,Σ,1,-1
6963,Garamond Lethe,Σ,1,-1
6964,Wisdom89,Σ,1,-1
6965,IRWolfie-,Σ,1,-1
6966,MelanieN,Σ,1,-1
6967,Nathan Johnson,Σ,1,-1
6968,Shrigley,Σ,1,-1
6969,Milowent,Σ,1,-1
6970,Lectonar,Σ,1,-1
6971,FeydHuxtable,Σ,1,-1
6972,Pass a Method,Σ,1,-1
6973,Neotarf,Σ,1,-1
6974,RegentsPark,Σ,1,-1
6975,Jsjsjs1111,Σ,1,-1
6976,Ronhjones,Σ,1,-1
6977,Slon02,Σ,1,-1
6978,,Σ,1,-1
6979,Carnildo,Σ,1,-1
6980,Tomica,Σ,1,-1
6981,Zedd,Σ,1,-1
6982,SB Johnny,Σ,1,-1
6983,Meshach,Σ,1,-1
6984,Br'er Rabbit,Σ,-1,-1
6985,Colonel Warden,Σ,-1,-1
6986,TruPepitoM,Σ,-1,-1
6987,BrownHairedGirl,Σ,-1,-1
6988,EauOo,Σ,-1,-1
6989,Chedzilla,Σ,-1,-1
6990,,Σ,-1,-1
6991,Frood,Σ,-1,-1
6992,,Σ,-1,-1
6993,Kiefer.Wolfowitz,Σ,-1,-1
6994,Cunard,Σ,-1,-1
6995,Vejvančický,Σ,-1,-1
6996,GreatOrangePumpkin,Σ,-1,-1
6997,John,Σ,-1,-1
6998,Bbb23,Σ,-1,-1
6999,Carrite,Σ,-1,-1
7000,Majoreditor,Σ,-1,-1
7001,Crisco 1492,Σ,-1,-1
7002,My76Strat,Σ,-1,-1
7003,Volunteer Marek,Σ,-1,-1
7004,Peter cohen,Σ,-1,-1
7005,GimliDotNet,Σ,-1,-1
7006,Spartaz,Σ,-1,-1
7007,Diannaa,Σ,-1,-1
7008,Courcelles,Σ,-1,-1
7009,Jusdafax,Σ,-1,-1
7010,Keilana,Σ,-1,-1
7011,Electriccatfish2,Σ,-1,-1
7012,Nouniquenames,Σ,-1,-1
7013,Kcowolf,Σ,-1,-1
7014,Hobit,Σ,-1,-1
7015,Keepscases,Σ,-1,-1
7016,Skinwalker,Σ,-1,-1
7017,Malleus Fatuorum,Σ,-1,-1
7018,Torchiest,Σ,-1,-1
7019,Buster7,Σ,-1,-1
7020,Anbu121,Σ,-1,-1
7021,KTC,Σ,-1,-1
7022,CharlieEchoTango,Σ,-1,-1
7023,Trusilver,Σ,-1,-1
7024,OhanaUnited,Σ,-1,-1
7025,Graham87,Σ,-1,-1
7026,Valenciano,Σ,-1,-1
7027,SilkTork,Σ,-1,-1
7028,Shadowjams,Σ,-1,-1
7029,Closedmouth,Σ,-1,-1
7030,Salvio  giuliano,Σ,-1,-1
7031,Alf.laylah.wa.laylah,Σ,-1,-1
7032,Achowat,Σ,-1,-1
7033,,Σ,-1,-1
7034,Joe Decker,Σ,-1,-1
7035,TRLIJC19,Σ,-1,-1
7036,Thompson.matthew,Σ,-1,-1
7037,Cardamon,Σ,-1,-1
7038,Collingwood,Σ,-1,-1
7039,Toa Nidhiki05,Σ,-1,-1
7040,Christopher Parham,Σ,-1,-1
7041,WJBscribe,Σ,-1,-1
7042,Connormah,Σ,-1,-1
7043,Tikiwont,Σ,-1,-1
7044,Jc37,Σ,-1,-1
7045,Collect,Σ,-1,-1
7046,Tznkai,Σ,-1,-1
7047,Nikkimaria,Σ,-1,-1
7048,Bielle,Σ,-1,-1
7049,Rcsprinter123,Σ,0,-1
7050,Sven Manguard,Σ,0,-1
7051,Michig,Σ,0,-1
7052,Foxj,Σ,0,-1
7053,GorillaWarfare,Σ,0,-1
7054,Trevj,Σ,0,-1
